0;6;8;4;Сэр, "Вектор-Время" накапливает ошибки быстрее, чем предполагалось.
0;6;8;5;Количество ошибок ещё на допустимом уровне, но нельзя позволить им превысить порог в 30%
1;0;0;0;А сколько сейчас?
0;6;8;0;13% Сэр.
1;0;0;2;Ты понимаешь, ИПИ, как с этим бороться?
0;6;8;2;Предполагаю, что Вы и сами знаете, Сэр.
1;0;0;1;Мне ведь стоит остановить эти часы?
0;6;8;0;Да.
1;0;0;2;Хотел убедиться, что ты меня понимаешь.
0;6;8;5;Должен Вас предупредить, что возврат во времени немного отличается в разных режимах.
0;6;8;4;Когда все системы стабильны, Вектор-Время использует внешний буфер матрицы.
0;6;8;3;Это гарантирует его корректную работу в любой ситуации.
0;6;8;7;Но если срабатывает "Критический режим", то доступ к буферу перекрывается, и "Вектор-Время" полагается на свою вычисляемую матрицу.
1;0;0;4;Это значит, что при высоком уровне ошибок... что-то пойдёт не так?
0;6;8;0;Да.
1;0;0;1;А можешь предположить, что?
0;6;8;4;Сэр, я не располагаю полной информацией о ходе испытаний "Вектора-Время"
0;6;8;6;Но могу предположить, что испытуемый объект либо разрушится неправильным потоком тахионов...
1;0;0;0;Либо?
0;6;8;2;Либо его судьба останется неизвестной.
1;0;0;0;Я понял.
1;16;0;3;Игры со временем, ни к чему хорошему не приведут...
