1;0;0;2;Думаю, ты уже успел просмотреть видеозаписи.
0;7;9;4;Да. Нам крайне повезло, что получилось заснять момент испытаний.
1;0;0;0;Это было ожидаемо?
0;7;9;6;Это был вопрос времени. Мы уже давно наблюдаем подозрительную активность KRAFTAN в Млекомеде.
1;0;0;2;Что будем делать с этой информацией?
0;8;14;3;Таро, привет. Нашёл минутку, чтобы выйти с тобой на связь.
1;0;0;4;Здравствуйте, Сэр. Вам уже всё известно, об испытаниях KRAFTAN?
0;8;14;6;Да, теперь у меня картина складывается. KRAFTAN готовит ответные меры, на заявочки Total Engine.
1;0;0;4;Это на какие такие заявочки? Total Engine уже активно уничтожает планеты?
0;8;14;5;Думаю, теперь я могу рассказать тебе, Таро, о том, зачем я отправляю тебя в Столицу.
1;0;0;1;Неужели! Я весь во внимании.
0;8;14;1;Слышал про "страпельное оружие"?
1;0;0;3;Да, но это... было фантастикой. Не могли же его изобрести?!
1;0;0;6;Как можно использовать материю, которая превращает другую материю в себе подобную, не убившись самому?
0;8;14;5;Total Engine пытаются решить этот вопрос уже как 300 лет. И у них почти получилось.
1;0;0;4;Что? Быть такого не может. Откуда Вы знаете, что твориться у Total Engine?
0;8;14;4;Я тебе уже рассказывал, как мы сорвали собрание КМС, украв ценные бумаги?
0;8;14;7;Вот, у меня сейчас на столе - заметки к проекту страпельного оружия TE. Сразу вырисовывается, почему Space Ocean - террористы?
1;0;0;4;Бл.. так! Я не понимаю... это... это же заявочка на мировое господство, да?
1;0;0;6;Оружие, одним выстрелом которого, можно за секунду уничтожить целую планету... нет, даже звезду, за секунды!
0;8;14;1;Да дорогой. И мы им помешаем.
1;0;0;6;Да вы что, издеваетесь?? У Space Ocaean - второго пилота хрен найдёшь, а вы с Total Engine тягаться решили?
0;8;14;5;Мы лишь будем выполнять точечные налёты. А разбираться с Total Engine - будет KRAFTAN.
0;8;14;2;Короче, Таро, времени у меня немного.
0;8;14;7;В Столице будет ждать мой человек. Из KRAFTAN. Ему передашь копии доков TE, а он, взамен, должен подогнать пару деталей.
0;7;9;7;Извините, что перебиваю, Сэр - на подлёте целый батальон ФОМ с полицией, под руководством командира Фердинанда.
1;0;0;1;Твою мать... он самый...
0;7;9;7;Придётся задержаться у этой планеты. Можете ещё немного перенести встречу? Таро постарается закончить, как можно быстрее.
0;8;14;2;Я тебя понял, ИРИС. Куда деваться. До связи.
1;0;0;2;ИРИС, я хотел тебя сразу кое о чём попросить.
1;0;0;3;Занесёшь Цитадель на карту? Я быстро - туда и обратно.
0;7;9;7;Ничего себе. В таком случае, плотность следующей миссии будет намного выше. Почувствовал превосходство с "Вектором-Время"?
1;0;0;3;Спасибо тебе большое. Да - я со всем справлюсь.
1;0;0;5;А теперь - оставь пожалуйста меня, мне нужно время всё переварить. В сроки уложусь.
1;16;0;1;Пиздец, что я могу сказать...
