1;0;0;1;Что-то новое узнал, ИПИ?
0;6;8;4;Да, Сэр. Пропустил через нейросети, записи с инфракрасных камер.
1;0;0;1;Что произошло, ты понял?
0;6;8;6;На орбитальной станции, помимо пушки межзвёздного класса, оказался планетарный дезинтегратор.
0;6;8;4;С его помощью, расчистили путь для учебной межзвёздной боеголовки.
1;0;0;3;Чего? Где они путь расчистили? При чём тут это!
1;0;0;4;Или стоп...Только не говори, что под "расчистили путь", ты подразумеваешь..
0;6;8;0;Да, Сэр.
1;0;0;0;...
0;6;8;6;Дезинтегратором сняли верхние и средние слои атмосферы газового гиганта, чтобы расчистить путь для боеголовки.
0;6;8;4;Это похоже на новый способ неожиданного запуска межзвёздных боеголовок.
0;6;8;6;KRAFTAN проводит эти испытания, вдали от глаз Total Engine. Это огромное преимущество в гонке вооружений.
1;0;0;7;Ох мля-я-я... Гонка вооружений... Какая нахрен гонка вооружений? Аннигиляционную бомбу изобрели - всё! Куда дальше-то.
0;6;8;4;Самая большая проблема, Сэр - доставить боеголовку на планету соперника.
1;0;0;4;Я тебя понял. Я понял ситуацию. Говоришь, вдали от глаз Total Engine?
1;0;0;4;Получается, у нас на борту крайне важные видео- и мета-материалы.
1;0;0;4;Не сейчас, так потом, нас накроют отряды ФОМ, желая уничтожить диски.
1;0;0;6;Я то буду действовать по заданию. Сделаю всё что в моих силах, чтобы этим ублюдкам жизнь мёдом не казалась.
1;0;0;2;Но как воспользуется ситуацией Space Ocean?
0;6;8;3;Не знаю, Сэр. Этот вопрос будет решать господин Зевс.
1;0;0;5;Хах, "господин"... Интересно, чем там, таким важным, твой господин сейчас занимается...
