0;35;9;7;<color=blue>ИОФООООООООООО ООООО ЗООООООООО</color>
0;35;9;7;<color=blue>ВЕОООО ОВООЬ</color>
0;35;9;7;<color=blue>ВЕООНИ ОЕОЯ ДОООЙ</color>
1;0;0;1;Твою мать, вот что-что, а бортовой компьютер, точно не должен ломаться.
1;0;0;2;Надо сказать ИРИСу, чтобы обновил брандмауэр.
0;6;9;0;Сэ-ОО-р...
1;0;0;0;Компьютер, живой?
0;6;9;2;ВОсстанаООиваю пОврежОнные участки памяти...
1;0;0;0;Могу чем-то помочь?
0;6;9;1;Процесс автоматический...
0;6;8;3;Система восстановлена. Аварийная загрузка не понадобилась.
1;0;0;3;Мда, нервяк порой, тот ещё с этими модулями...
1;0;0;0;Ты как, цел, ИПИ?
0;6;8;5;Сэр, со мной всё нормально. Однако этот модуль, подверг Ваш корабль сильному заражению.
1;0;0;1;Чего? Я думал - это просто вирус!
0;6;8;6;Не имею представления, как это произошло, Сэр. Возможно, это новейшая технология информационной бомбы.
0;6;8;6;Однако до сих пор, не было зарегестрированных случаев её применения, или, хотя-бы намёков на существование.
1;0;0;4;Информационная бомба? На прошлой службе, слышал такой термин...
1;0;0;6;Это штука, сам факт осознания которой, меняет структуру материи так, что она влияет на действительность?
1;0;0;5;Применима только к чему-то, что может записывать информацию - мозг или компьютер...
0;6;8;7;Да, электромагнитные импульсы выстраиваются в такой конфигурации, которая вызывает флуктуации в веществе, меняя его структуру.
1;0;0;6;И этот "АНГЕЛ", одним только фактом своего осознания, заставил меня или тебя заразить мой корабль?
0;6;8;3;Другого рационального объяснения я не вижу, Сэр.
1;0;0;7;Рационального... информационная бомба, это как мозг Больцмана - настолько маловероятно, что и гуголплекс Вселенных не хватит!
0;6;8;4;Возможно, в этом как-то замешаны те часы, Сэр. Или неизвестный объект.
1;0;0;2;Точно... а я и забыл, про их существование...
1;16;0;1;АНГЕЛ и ДЕМОН, значит...
1;16;0;6;Если это действительно информационная бомба... значит - в мире есть нечто, способное на её создание. 
1;0;0;0;И это пугает.
